section,regime,trial,score,vol_method,vol_lookback,short_window,long_window,min_holding_period,trend_strength_threshold,regime_method,n_regimes,regime_stability,target_vol,max_drawdown_exit,sharpe_ratio,total_return,max_drawdown,sortino_ratio,calmar_ratio
0,0,25,10.604653971743481,parkinson,108,19,79,6,0.30000000000000004,quantile,2,48,0.65,0.28,3.7489666968629085,1.7460341246624056,-0.20987421840538378,8.55683084331374,0.2238977674542069
0,0,26,7.081177287912088,parkinson,95,24,62,6,0.2,quantile,2,36,0.65,0.25,3.835716984176446,1.6654688125494754,-0.3088299377185212,6.657945459884287,0.14961387275257076
0,0,27,9.258696339597257,parkinson,129,24,98,6,0.25,quantile,2,48,0.7,0.24000000000000002,3.6180833409103563,1.4899309338284157,-0.24458784261328326,6.388015701973263,0.17630298037925696
0,0,28,7.195115010763896,parkinson,185,15,33,6,0.30000000000000004,quantile,2,60,0.6,0.27,2.088177658558309,1.2302052362969484,-0.17960818093462783,7.040198714768035,0.21092189260422664
0,0,29,6.372971461033093,parkinson,117,19,49,6,0.25,quantile,2,48,0.7,0.29000000000000004,3.8099624648894324,0.8935980457176753,-0.13668809782508562,5.149557379564018,0.2110805806581765
0,0,30,6.041022981784707,parkinson,169,22,110,6,0.2,quantile,2,72,0.75,0.27,2.265635286754776,0.9816410676814638,-0.24992161307652083,5.052742494010157,0.13185660373172256
0,0,31,10.106521611106741,parkinson,110,18,78,6,0.30000000000000004,quantile,2,48,0.65,0.28,3.4858467680415868,1.6727196454171898,-0.217565591410543,8.322128028816048,0.21077850393155792
0,0,32,10.039881527395126,parkinson,86,19,84,6,0.30000000000000004,quantile,2,36,0.6,0.26,3.6738966486762155,1.6405866406114038,-0.29592898342390306,7.0390752114626824,0.15466215683522827
0,0,33,9.611389066362351,parkinson,107,15,67,6,0.2,quantile,2,48,0.65,0.23,3.32036751258451,1.590241062014019,-0.23721404742276786,7.773646039286016,0.18794679439459483
0,0,34,6.848313885197661,parkinson,147,17,30,6,0.25,quantile,2,60,0.6,0.21000000000000002,2.501776187881486,1.1194851582513836,-0.22694345802718985,5.2606295013447495,0.15898590021520798
0,0,35,13.11214455872784,parkinson,62,14,22,6,0.25,quantile,2,48,0.6,0.3,6.009125492397661,2.021516362505802,-0.20456680871336663,7.708553692036843,0.24989993893652662
0,0,36,8.539257221019161,parkinson,57,14,25,12,0.15000000000000002,quantile,2,48,0.55,0.3,5.761326815911491,1.131718762612683,-0.18739301863922042,5.181753313291366,0.18127984878625442
0,0,37,8.839473769449153,parkinson,78,13,45,6,0.25,hmm,2,60,0.55,0.26,3.9727952309249104,1.3706152307973398,-0.22701134875598827,6.311657637210725,0.18007788219246587
0,0,38,6.161595625358988,parkinson,41,16,124,6,0.2,quantile,2,36,0.6,0.2,4.424451805460138,0.7898739445257836,-0.2098675631640462,4.122088736504785,0.1272192842714286
0,0,39,6.37467671542911,parkinson,91,21,57,12,0.15000000000000002,quantile,2,48,0.6,0.24000000000000002,3.3285724090735545,1.5020383920657685,-0.305172828265979,6.384747574918842,0.14259516285439683
0,0,40,8.648407399510297,parkinson,67,13,38,12,0.25,hmm,2,24,0.5,0.29000000000000004,4.068536685804205,1.322827811321639,-0.262543473373004,6.116801595034898,0.15175196604738744
0,1,0,7.271933145977747,parkinson,120,14,165,6,0.25,quantile,3,72,0.7,0.25,3.3169488720076625,1.122691741994783,-0.2622281673363287,2.441793339548933,0.07895237417491023
0,1,1,7.174213641308999,parkinson,158,6,191,18,0.2,hmm,3,72,0.5,0.14,3.444242988168628,1.090418429444937,-0.21956001388624957,2.805172185667378,0.0877106348656501
0,1,2,6.523451914970388,parkinson,131,16,214,24,0.25,quantile,3,24,0.44999999999999996,0.18,3.514257234744777,0.9532646595195999,-0.2049495300359614,2.7358746247388797,0.08504489809713671
0,1,3,2.8754924694106703,parkinson,98,24,54,12,0.30000000000000004,quantile,2,12,0.55,0.18,3.075942075481641,0.6013624840936542,-0.3672982451525245,1.5593101590996534,0.03794828632076504
0,1,4,7.109834454749116,parkinson,194,12,231,18,0.2,hmm,3,48,0.65,0.29000000000000004,3.5782732443875576,1.0641395665110673,-0.2813688836821602,2.394601426736836,0.06838262705637986
0,1,5,5.471540516351321,parkinson,104,10,179,6,0.15000000000000002,hmm,3,24,0.35,0.12000000000000001,2.9179032028353493,0.8025177829867292,-0.20340671789263443,2.737527277720625,0.07595370662823903
0,1,6,3.4713783393752515,parkinson,28,14,237,24,0.15000000000000002,hmm,3,60,0.6,0.11,1.4563594053756066,0.5486397273374897,-0.1988501434553036,1.7495630982175931,0.05949658413255778
0,1,7,6.100793768325901,parkinson,114,9,198,12,0.25,hmm,2,12,0.35,0.28,3.1986197106605796,0.9002967825991222,-0.17309882948727995,3.1631963650020127,0.09559006884620924
0,1,8,7.1265861374716595,parkinson,116,7,216,24,0.35,hmm,2,36,0.35,0.14,3.9687557308400687,1.028441654410325,-0.1407865545797643,3.3731862405802056,0.12806892614336302
0,1,9,2.972590841200618,parkinson,105,20,150,12,0.30000000000000004,hmm,2,48,0.65,0.12000000000000001,2.9991397378397298,0.5546622705653736,-0.3043123159914477,1.5163982491640955,0.042267326428900555
0,1,10,3.404541024859733,parkinson,49,17,102,6,0.1,quantile,3,72,0.75,0.24000000000000002,2.5429385123869004,0.7511151715882547,-0.3227550285381243,1.9460021400547967,0.050468148221873996
0,1,11,9.0750060168526,parkinson,168,5,141,18,0.2,quantile,3,72,0.5,0.23,3.6122585237075087,1.453775350999769,-0.21538324712636892,3.37239396286165,0.10890311439774107
0,1,12,8.243541688981685,parkinson,172,5,118,18,0.25,quantile,3,60,0.75,0.24000000000000002,3.264391414378618,1.3222691963584752,-0.29127819543738076,2.755608121074885,0.07767568372585806
0,1,13,6.216606149394864,parkinson,200,5,122,18,0.15000000000000002,quantile,3,60,0.44999999999999996,0.22,3.4069529805440486,0.902625931824568,-0.22893515782642415,2.640541257526996,0.07305879861692206
0,1,14,8.433025871276223,parkinson,158,9,81,18,0.30000000000000004,quantile,3,60,0.55,0.26,4.146521902659576,1.2719529839892871,-0.22934926679532408,2.827495402852196,0.0935407836852991
0,1,15,6.796760949445309,parkinson,154,9,73,18,0.35,quantile,3,60,0.55,0.27,3.444002716764942,1.0149519182125677,-0.23922024695043953,2.4339062838250904,0.07781978103087535
0,1,16,6.439351854086168,parkinson,73,11,81,12,0.30000000000000004,quantile,3,72,0.44999999999999996,0.21000000000000002,3.662089844819229,0.9216613863353107,-0.2700696430310898,2.4688474332972636,0.06562527010736233
0,1,17,10.069358872259688,parkinson,142,8,30,24,0.2,quantile,2,48,0.55,0.26,4.324212907642953,1.5814504836876422,-0.17555970539275767,3.4779718503530495,0.13754804288072803
0,1,18,9.895882363013433,parkinson,139,7,21,24,0.1,quantile,2,36,0.5,0.3,3.874661376113464,1.59171033499134,-0.1327462858812033,3.8005543788755913,0.1825496387645218
0,1,19,9.344458067123615,parkinson,139,7,22,24,0.1,quantile,2,36,0.39999999999999997,0.3,4.3373956441309,1.435152049011633,-0.12837437121691997,4.360753558265521,0.17354532593843636
0,2,0,1.5795103573441727,parkinson,200,23,89,24,0.25,hmm,3,24,0.75,0.16,1.7051543269401783,0.34232204595690785,-0.3840113396161119,1.4597397931693008,0.04345815796179455
0,2,1,1.9606192294428162,parkinson,197,8,80,18,0.30000000000000004,quantile,2,36,0.75,0.3,2.024055362445837,0.40430704743053947,-0.35369092970958715,1.6212611710668539,0.05203545718930358
0,2,2,2.7012306662067855,parkinson,142,16,124,24,0.25,quantile,3,24,0.6,0.28,1.9636367210716472,0.3438824611341924,-0.23594290964881615,1.6013150284137778,0.06293218369213861
0,2,3,0.9435152040764766,parkinson,106,7,69,18,0.30000000000000004,quantile,2,36,0.7,0.21000000000000002,0.536704469791401,0.26702837857156947,-0.41158798916319317,1.360304526199938,0.03685123254369673
0,2,4,2.4848076221891384,parkinson,81,23,71,24,0.15000000000000002,quantile,3,36,0.39999999999999997,0.22,1.2141716381325292,0.37554436062457475,-0.2407753733535366,2.1710349043158574,0.0590537797175207
0,2,5,1.320516006457799,parkinson,85,17,197,18,0.15000000000000002,hmm,2,60,0.39999999999999997,0.19,0.6226679628274496,0.20183640500881483,-0.244151712335669,1.3697113153334535,0.03627941865008566
0,2,6,2.4548529773603516,parkinson,186,15,145,18,0.15000000000000002,quantile,2,48,0.44999999999999996,0.3,1.9442192066232018,0.2965486748097501,-0.23824807594856612,1.6799895834110345,0.0505237745297112
0,2,7,0.599787428939049,parkinson,23,8,42,12,0.35,quantile,3,36,0.39999999999999997,0.23,0.36374583481651085,0.08358290230615872,-0.2505979797911162,0.7381825202047949,0.02023977597594114
0,2,8,-0.008858884106211712,parkinson,35,17,64,18,0.30000000000000004,hmm,3,48,0.75,0.21000000000000002,1.4512869819016956,-0.14808219689876345,-0.40010915999829477,-0.22069038104394678,-0.0062741655607012736
0,2,9,3.6930304129462845,parkinson,193,21,105,6,0.1,quantile,2,72,0.6,0.19,2.275530949384841,0.5110529876507728,-0.21887064580478321,2.155603313529306,0.08856965052006896
0,2,10,2.542782156407605,parkinson,153,20,229,6,0.1,hmm,2,72,0.55,0.1,1.9923693872355042,0.30931949255797053,-0.2279070088930878,1.4991817835058325,0.059752460328313835
0,2,11,3.0420810590165144,parkinson,149,20,125,6,0.2,quantile,3,12,0.6,0.26,2.47939373781939,0.3604768380213639,-0.28333587980450625,1.608643368856536,0.05501228808504029
0,2,12,2.0101677217208436,parkinson,151,21,136,6,0.1,quantile,3,12,0.6,0.26,2.1654007840510254,0.3638002483775209,-0.30724520459740967,1.6233922910354892,0.05159626010209494
0,2,13,2.378652427378815,parkinson,169,12,171,6,0.2,quantile,2,72,0.5,0.16,1.773675868670434,0.2983628986087197,-0.22145893388235982,1.6291107047340747,0.056580528017260295
0,2,14,0.6607774667258643,parkinson,120,20,108,12,0.2,quantile,3,12,0.65,0.25,0.9941530681836712,0.10766334359868424,-0.3618101475984369,0.8410129611430625,0.02397818890896051
0,2,15,3.5738860022785177,parkinson,170,24,164,12,0.1,quantile,2,60,0.55,0.17,2.3504851841800534,0.47972868203769825,-0.20764977497823411,2.1231232344824984,0.08691023639672875
0,2,16,3.8095261813852015,parkinson,173,24,170,12,0.1,quantile,2,60,0.5,0.17,2.397989644674742,0.5221062718095661,-0.19528868703351665,2.511121566638514,0.09408717458822012
0,2,17,0.5052532307441963,parkinson,129,13,22,12,0.1,quantile,2,60,0.5,0.13,0.22549687644735808,0.07850095850410344,-0.2457791494982665,0.6550883846583716,0.021379589389550726
0,2,18,1.3665469540707331,parkinson,55,24,198,6,0.15000000000000002,hmm,2,72,0.35,0.14,1.1790476443387685,0.15540462638026975,-0.17852539633517361,1.1982563656152385,0.038128798631978655
0,2,19,2.476835054411912,parkinson,182,18,158,12,0.1,quantile,2,60,0.5,0.19,1.7974663778695743,0.315620373095425,-0.26925771105576335,1.6674726499402923,0.04896341871139621
0,2,20,3.205264800731224,parkinson,169,22,189,6,0.15000000000000002,quantile,2,72,0.65,0.12000000000000001,1.8882659307720542,0.4522263670690394,-0.27301577360115026,1.8842792055661168,0.0682473721581405
0,2,21,4.217713799091246,parkinson,171,24,168,12,0.1,quantile,2,60,0.55,0.17,2.427151744316274,0.6008275853866218,-0.20590682861811238,2.616294920002146,0.10103937993592595
0,2,22,3.329963000196585,parkinson,179,22,225,12,0.1,quantile,2,48,0.55,0.18,2.0909708705685603,0.456895512982461,-0.1974318330113941,2.0673560562257065,0.0883485230912646
0,2,23,1.3024715855053575,parkinson,133,19,101,12,0.15000000000000002,quantile,2,60,0.44999999999999996,0.15000000000000002,1.133405094184957,0.1471538076825758,-0.26257161619318214,1.0195305086565607,0.02910198747294421
0,2,24,2.109762607194515,parkinson,165,24,186,12,0.1,quantile,2,72,0.55,0.18,1.657732131163385,0.2561793083225645,-0.2798649348754465,1.3402144691079598,0.04339843595988522
0,2,25,3.357861944330081,parkinson,189,22,213,6,0.1,quantile,2,60,0.65,0.2,1.9882375312662999,0.4727486357393862,-0.2512665799532823,1.9376919540781996,0.07620213670514304
0,2,26,3.0408780028146274,parkinson,156,5,148,12,0.15000000000000002,hmm,2,48,0.44999999999999996,0.15000000000000002,2.6257897028099215,0.3455966302819333,-0.20086154370551745,1.8439599520732795,0.06710329818505036
0,2,27,1.3280090286038755,parkinson,114,11,115,6,0.2,quantile,2,72,0.6,0.23,1.3441290051343466,0.26913517346908855,-0.3418335438957447,1.393257841300207,0.03857690513596286
0,2,28,1.8460999568027852,parkinson,134,21,177,12,0.1,quantile,2,60,0.5,0.17,1.4840007340761596,0.2208199179529411,-0.2991459036859062,1.2713184370228272,0.03524542929852497
0,2,29,1.6378879651052827,parkinson,197,23,92,18,0.25,hmm,2,48,0.7,0.11,1.6901652714749664,0.3361403179524689,-0.35153290270424387,1.4914155998584495,0.0455952016607011
0,2,30,3.4152458431709922,parkinson,200,19,154,6,0.15000000000000002,quantile,2,72,0.55,0.16,2.171131600254571,0.4659360086087414,-0.29424718208117784,2.1144157943307644,0.060005344239179984
0,2,31,3.4355323934582813,parkinson,174,24,166,12,0.1,quantile,2,60,0.55,0.17,2.0786890542842866,0.4792375732632277,-0.23582127439523715,2.2112983308632694,0.07577016906299468
0,2,32,2.3831306950774014,parkinson,159,23,140,12,0.1,quantile,2,60,0.6,0.18,1.9271183817325142,0.2839143008422289,-0.2799741876270482,1.3793424058920603,0.04840649337665919
0,2,33,4.003425694583452,parkinson,189,24,130,12,0.1,quantile,2,60,0.5,0.14,2.885254583615514,0.5121596805551392,-0.16601182711933182,2.383195571264077,0.10970299508160049
0,2,34,3.8695265225952498,parkinson,189,22,127,18,0.15000000000000002,quantile,2,72,0.5,0.13,2.7804140554490795,0.49586389897414196,-0.17195030230716413,2.3264772818091233,0.10358417040321602
0,2,35,3.1158500532507825,parkinson,183,23,126,18,0.15000000000000002,quantile,2,48,0.44999999999999996,0.13,2.522250066717883,0.37094500397836816,-0.20175341258578938,1.9628533781148265,0.07009329592166175
0,2,36,3.545883078338586,parkinson,143,22,136,24,0.15000000000000002,quantile,2,60,0.5,0.14,2.7693417819744033,0.4322424374702769,-0.16830242553890395,2.038852274273449,0.09602468726261136
0,2,37,2.3992151955626646,parkinson,178,24,180,18,0.25,quantile,2,36,0.5,0.12000000000000001,1.7307621141973786,0.30676682769279506,-0.20731269563415466,1.6548477258740097,0.061263213762576006
0,2,38,0.3186432352359687,parkinson,90,22,116,18,0.15000000000000002,quantile,2,24,0.44999999999999996,0.15000000000000002,-0.05727911752949879,0.10067410135330657,-0.3287919471498798,0.8424177871919514,0.01877040359890545
0,2,39,2.181266835918483,parkinson,67,14,82,24,0.1,hmm,2,48,0.39999999999999997,0.1,1.7703275669472383,0.2592206104889727,-0.22643439670354526,1.645580702238453,0.046205253275136665
0,2,40,2.2936038583814886,parkinson,188,16,201,18,0.35,quantile,3,72,0.35,0.13,2.111858130961416,0.24753495858015606,-0.13649119858023617,1.7661137553695632,0.07005992240934399
0,2,41,3.5844653658081067,parkinson,193,21,91,12,0.1,quantile,2,72,0.5,0.2,2.4602317645218603,0.47086989670943535,-0.1902931049120975,2.2654672451286517,0.09009351014676464
0,2,42,3.405262651345967,parkinson,199,23,130,18,0.1,quantile,2,72,0.55,0.16,2.3793740951966016,0.4431151207495332,-0.29171851922091285,1.9935169046881613,0.05871135595394605
0,2,43,2.3561521003853576,parkinson,163,21,150,18,0.1,quantile,2,60,0.6,0.19,1.7472518374155879,0.29650523633551273,-0.2916920780718404,1.424275225551367,0.04779226961693574
0,2,44,2.8448452174660357,parkinson,187,19,108,12,0.15000000000000002,quantile,2,72,0.5,0.21000000000000002,2.2334752312426507,0.3456215203689421,-0.24566952844950518,1.7562045783166018,0.05691557378009622
0,2,45,3.133068055063381,parkinson,179,23,119,12,0.1,quantile,2,72,0.44999999999999996,0.14,2.265504662911374,0.4000631447215388,-0.15567402625105142,2.159539291069118,0.09529991917196792
1,0,0,2.5537543470599564,parkinson,166,13,228,12,0.15000000000000002,quantile,3,48,0.7,0.12000000000000001,-0.43231893415153017,0.5539827628271443,-0.2621491278077809,4.041107698528266,0.10662897094871215
1,0,1,4.902539614697665,parkinson,71,18,74,12,0.35,hmm,2,12,0.44999999999999996,0.28,2.220131969778494,0.7584947259616837,-0.29746860003427744,5.177231980031079,0.11567628008560517
1,0,2,9.898940155189871,parkinson,19,6,53,12,0.1,quantile,2,36,0.65,0.1,5.4871656216973435,1.43107146886824,-0.07735533453539367,13.094884546814876,0.654763143408962
1,0,3,2.1229501632378995,parkinson,95,19,93,18,0.15000000000000002,quantile,3,48,0.44999999999999996,0.26,0.7680386431091791,0.5645163753010687,-0.3379438127440566,4.09618345165108,0.08365251960405869
1,0,4,1.7227123879173385,parkinson,74,17,166,6,0.1,hmm,3,72,0.35,0.26,-0.34381232653561816,0.37892371023702953,-0.2730214445839234,3.233859576080181,0.0752033670579426
1,0,5,2.480079185376581,parkinson,111,10,212,24,0.15000000000000002,hmm,3,12,0.7,0.22,-1.291828024057602,0.6251986394810765,-0.210550624820372,5.297068819106475,0.14235427435132378
1,0,6,4.317241525619926,parkinson,155,8,146,12,0.35,hmm,3,24,0.65,0.19,0.5142828956367309,0.8120200155603121,-0.17261955585086197,7.678247732303795,0.20586910455295118
1,0,7,3.562996037259995,parkinson,42,15,77,18,0.15000000000000002,hmm,2,36,0.55,0.11,3.1590630169959875,0.39669290575240024,-0.22475238750195825,2.9687951419521887,0.0864486813248173
1,0,8,4.861630084248663,parkinson,69,11,46,24,0.25,hmm,3,36,0.5,0.18,1.981270165693882,0.7741990002803445,-0.25150315139596446,4.942661797131334,0.13895773126383368
1,0,9,6.04469385637966,parkinson,31,17,66,6,0.2,hmm,3,12,0.5,0.24000000000000002,2.9292859413906887,0.9160101771368632,-0.11972431107222525,8.861840596927383,0.3155791845933156
1,0,10,6.253240918401252,parkinson,18,5,32,6,0.30000000000000004,quantile,2,60,0.75,0.15000000000000002,2.625643648891443,0.9880838187911061,-0.15554451084213572,8.562122267908611,0.2596347731378513
1,0,11,5.171937658370623,parkinson,12,5,21,6,0.30000000000000004,quantile,2,72,0.75,0.14,2.223677272307496,0.8120198044433748,-0.13512988405020943,7.329147306030404,0.2622511173972351
1,0,12,5.674589047168046,parkinson,18,5,113,6,0.25,quantile,2,60,0.65,0.15000000000000002,2.2465499667153974,0.9102628127620693,-0.13549007782262557,8.292574002120347,0.28239229056274495
1,0,13,3.269512002938036,parkinson,46,8,21,12,0.30000000000000004,quantile,2,60,0.75,0.1,2.93974220983623,0.35992817960398416,-0.2075733540732001,2.588442644977547,0.08627742822692751
1,0,14,5.615556415175758,parkinson,131,7,48,18,0.1,quantile,2,60,0.6,0.16,1.6919464034861413,0.9539166426865375,-0.07899732246553803,8.552744622623928,0.4989499213414416
1,0,15,4.860599121199494,parkinson,9,24,111,6,0.30000000000000004,quantile,2,36,0.65,0.13,1.410875951966319,0.831032229043267,-0.17224426259542813,7.0156634670325335,0.2091992001023584
1,0,16,6.012884639889322,parkinson,51,11,48,12,0.2,quantile,2,48,0.75,0.17,3.120623016539527,0.8905146263239117,-0.24967006260727054,5.678978002598062,0.15375102695711423
1,0,17,2.5545511433327674,parkinson,185,5,189,6,0.25,quantile,2,24,0.6,0.1,-1.148336109267908,0.6257438395933443,-0.19354057479549647,5.790972501794151,0.15507943804039515
1,0,18,3.034359361875816,parkinson,94,24,119,12,0.30000000000000004,quantile,2,24,0.7,0.21000000000000002,0.28134673389560827,0.5787371989856023,-0.29878010556507795,4.11011545260013,0.09756743300963282
1,0,19,3.565667701775758,parkinson,26,7,91,18,0.2,quantile,2,60,0.6,0.13,2.4932662309601543,0.46380691725913614,-0.13909449246128158,4.757757775123143,0.15353495289335548
1,0,20,3.706830128838187,parkinson,60,9,147,6,0.1,quantile,2,72,0.7,0.15000000000000002,0.8765327178571448,0.653712753981923,-0.259540483057787,4.767988003113832,0.12098412718857324
1,0,21,2.186924103714986,parkinson,35,21,61,6,0.2,hmm,3,12,0.5,0.23,2.127802465804081,0.22460457416258905,-0.19958973860716211,1.909689174464199,0.06281106123963792
1,0,22,2.8583808865736144,parkinson,29,14,36,6,0.2,hmm,3,24,0.39999999999999997,0.24000000000000002,1.386237920252399,0.433052385289483,-0.21704344203407344,3.4036461199395234,0.103051298502925
1,0,23,5.83582807952596,parkinson,8,16,70,12,0.35,hmm,2,36,0.55,0.3,2.947589318136774,0.8724066840915146,-0.11798281201962768,9.104240769084722,0.3119100399088004
1,1,0,7.363003457318649,parkinson,156,11,172,12,0.15000000000000002,quantile,3,36,0.39999999999999997,0.27,3.2457895365068707,1.1480217378130426,-0.22584830781000487,3.5044324183463167,0.08745757987172519
1,1,1,8.700354074982407,parkinson,96,14,89,12,0.35,hmm,3,48,0.7,0.23,2.316121157136185,1.5084586992828628,-0.2921496519441654,3.254925393292847,0.08648023189742722
1,1,2,4.789569493639373,parkinson,95,18,165,12,0.25,hmm,3,36,0.7,0.29000000000000004,2.0914215022372877,1.2823277894637721,-0.3577383806149115,2.9647203826457855,0.06410803923454034
1,1,3,9.992749875519921,parkinson,160,13,63,12,0.30000000000000004,hmm,3,48,0.7,0.28,3.560913327613934,1.6424586423425906,-0.2865828742660934,3.077998308864011,0.09153353607622708
1,1,4,13.931782555276087,parkinson,148,10,94,6,0.35,hmm,3,72,0.7,0.23,3.8129793758354995,2.4050585734716674,-0.2740695524769977,4.019102482703423,0.11886362665375366
1,1,5,4.204359064438371,parkinson,10,24,178,18,0.2,hmm,3,24,0.5,0.13,2.2486080437308824,0.616011008514586,-0.2209272706681259,1.949209215940794,0.05645307814628855
1,1,6,7.264472586648048,parkinson,31,15,140,6,0.35,quantile,3,12,0.55,0.24000000000000002,2.246476990281627,1.228246818301447,-0.2880779091611021,3.2299804920741413,0.07271048509503318
1,1,7,4.39326931164245,parkinson,94,7,111,12,0.15000000000000002,quantile,3,72,0.7,0.13,1.5976955535881407,1.2123618501842204,-0.35964306422914794,2.921266475132603,0.06207889394920409
1,1,8,4.77056053519563,parkinson,74,22,150,24,0.2,quantile,3,60,0.6,0.29000000000000004,2.131927592239925,1.263535874420187,-0.35390153254858536,3.0605914267813836,0.06291166267968669
1,1,9,6.75623019459649,parkinson,93,14,69,18,0.2,quantile,3,12,0.39999999999999997,0.14,2.30179418166755,1.121066620752543,-0.24848168583278452,3.5556061782746737,0.07890666716849629
1,1,10,10.026655097663166,parkinson,184,6,228,6,0.30000000000000004,hmm,2,72,0.6,0.18,2.9525857841247505,1.7100724411201584,-0.2697330206444154,3.483921355251013,0.09959541629915178
1,1,11,12.056497893135417,parkinson,200,5,238,6,0.30000000000000004,hmm,2,72,0.6,0.18,4.1654806732833585,1.9947515112987473,-0.2566127708125483,3.7516663221471855,0.11287721371105054
